name,dept,adjustedcount,homepage,scholarid,profile_url,image_url,affiliation_from_scholar,keywords,top_papers
Tovi Grossman,University of Toronto,32.94427,http://www.tovigrossman.com,EZgkJ3sAAAAJ,https://scholar.google.com/citations?user=EZgkJ3sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EZgkJ3sAAAAJ&citpid=4,University of Toronto,Human-Computer Interaction,"The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EZgkJ3sAAAAJ&citation_for_view=EZgkJ3sAAAAJ:u5HHmVD_uO8C); GamiCAD: a gamified tutorial system for first time autocad users (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EZgkJ3sAAAAJ&citation_for_view=EZgkJ3sAAAAJ:rO6llkc54NcC); A survey of software learnability: metrics, methodologies and guidelines (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EZgkJ3sAAAAJ&citation_for_view=EZgkJ3sAAAAJ:W7OEmFMy1HYC)"
Richard S. Zemel,Columbia University,32.92287,http://www.cs.toronto.edu/~zemel,iBeDoRAAAAAJ,https://scholar.google.com/citations?user=iBeDoRAAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Computer Science, University of Toronto",Machine Learning; Computer Vision; Neural Coding,"Show, attend and tell: Neural image caption generation with visual attention (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=iBeDoRAAAAAJ&citation_for_view=iBeDoRAAAAAJ:PELIpwtuRlgC); Prototypical networks for few-shot learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=iBeDoRAAAAAJ&citation_for_view=iBeDoRAAAAAJ:uJ-U7cs_P_0C); Advances in neural information processing systems 22 (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=iBeDoRAAAAAJ&citation_for_view=iBeDoRAAAAAJ:uDGL6kOW6j0C)"
Jason Eisner,Johns Hopkins University,32.876917,http://www.cs.jhu.edu/~jason,tjb2UccAAAAJ,https://scholar.google.com/citations?user=tjb2UccAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tjb2UccAAAAJ&citpid=4,"Professor of Computer Science, Johns Hopkins University",Natural Language Processing; Machine Learning; Declarative Programming Languages,Secure data interchange (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=tjb2UccAAAAJ&citation_for_view=tjb2UccAAAAJ:Se3iqnhoufwC); System for generation of user profiles for a system for customized electronic identification of desirable objects (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=tjb2UccAAAAJ&citation_for_view=tjb2UccAAAAJ:u5HHmVD_uO8C); System for generation of object profiles for a system for customized electronic identification of desirable objects (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=tjb2UccAAAAJ&citation_for_view=tjb2UccAAAAJ:u-x6o8ySG0sC)
Adi Shamir,Weizmann Institute of Science,32.67612,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486,EHLBP20AAAAJ,https://scholar.google.com/citations?user=EHLBP20AAAAJ,/citations/images/avatar_scholar_128.png,?�속???????�음,,A method for obtaining digital signatures and public-key cryptosystems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EHLBP20AAAAJ&citation_for_view=EHLBP20AAAAJ:u5HHmVD_uO8C); How to share a secret (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EHLBP20AAAAJ&citation_for_view=EHLBP20AAAAJ:u-x6o8ySG0sC); Identity-based cryptosystems and signature schemes (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=EHLBP20AAAAJ&citation_for_view=EHLBP20AAAAJ:d1gkVwhDpl0C)
ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign,32.56417,http://czhai.cs.illinois.edu,YU-baPIAAAAJ,https://scholar.google.com/citations?user=YU-baPIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YU-baPIAAAAJ&citpid=5,University of Illinois at Urbana-Champaign,Information Retrieval; Text Mining; Machine Learning; Biomedical Informatics; Intelligent Education Systems,A study of smoothing methods for language models applied to ad hoc information retrieval (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=YU-baPIAAAAJ&citation_for_view=YU-baPIAAAAJ:u5HHmVD_uO8C); Big data: astronomical or genomical? (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=YU-baPIAAAAJ&citation_for_view=YU-baPIAAAAJ:sszUF3NjhM4C); A study of smoothing methods for language models applied to information retrieval (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=YU-baPIAAAAJ&citation_for_view=YU-baPIAAAAJ:d1gkVwhDpl0C)
Rajeev Alur,University of Pennsylvania,32.527348,https://www.cis.upenn.edu/~alur,kWnv_YkAAAAJ,https://scholar.google.com/citations?user=kWnv_YkAAAAJ,,,,
Tatsuya Harada,University of Tokyo,32.52643,http://www.mi.t.u-tokyo.ac.jp/harada,k8rlJ8AAAAAJ,https://scholar.google.com/citations?user=k8rlJ8AAAAAJ,/citations/images/avatar_scholar_128.png,The University of Tokyo,Computer Vision; Machine Learning; Intelligent Robot,Maximum classifier discrepancy for unsupervised domain adaptation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=k8rlJ8AAAAAJ&citation_for_view=k8rlJ8AAAAAJ:Fu2w8maKXqMC); Neural 3d mesh renderer (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=k8rlJ8AAAAAJ&citation_for_view=k8rlJ8AAAAAJ:JQOojiI6XY0C); Strong-weak distribution alignment for adaptive object detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=k8rlJ8AAAAAJ&citation_for_view=k8rlJ8AAAAAJ:BUYA1_V_uYcC)
Guoliang Li 0001,Tsinghua University,32.490024,http://dbgroup.cs.tsinghua.edu.cn/ligl,s9n7-fQAAAAJ,https://scholar.google.com/citations?user=s9n7-fQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=s9n7-fQAAAAJ&citpid=2,"Professor, Huazhong Agricultural University",Computational Biology; Bioinformatics; Epigenetics; 3D Genomics,An integrated encyclopedia of DNA elements in the human genome (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=s9n7-fQAAAAJ&citation_for_view=s9n7-fQAAAAJ:_kc_bZDykSQC); Extensive Promoter-Centered Chromatin Interactions Provide a Topological Basis for Transcription Regulation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=s9n7-fQAAAAJ&citation_for_view=s9n7-fQAAAAJ:IjCSPb-OGe4C); Dynamic changes in the human methylome during differentiation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=s9n7-fQAAAAJ&citation_for_view=s9n7-fQAAAAJ:u5HHmVD_uO8C)
David M. Blei,Columbia University,32.44283,http://www.cs.columbia.edu/~blei,8OYE6iEAAAAJ,https://scholar.google.com/citations?user=8OYE6iEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8OYE6iEAAAAJ&citpid=3,"Professor of Statistics and Computer Science, Columbia University",Machine Learning; Statistics; Probabilistic topic models; Bayesian nonparametrics; Approximate posterior inference,Latent Dirichlet Allocation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8OYE6iEAAAAJ&citation_for_view=8OYE6iEAAAAJ:u5HHmVD_uO8C); Probabilistic topic models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8OYE6iEAAAAJ&citation_for_view=8OYE6iEAAAAJ:OBSaB-F7qqsC); Variational inference: A review for statisticians (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8OYE6iEAAAAJ&citation_for_view=8OYE6iEAAAAJ:YohjEiUPhakC)
Stan Z. Li,Westlake University,32.30394,https://www.westlake.edu.cn/info/1092/3905.htm,Y-nyLGIAAAAJ,https://scholar.google.com/citations?user=Y-nyLGIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Y-nyLGIAAAAJ&citpid=6,Westlake University & CAS Institute of Automation,Artificial Intelligent; Machine Learning; AI for Science,Handbook of face recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Y-nyLGIAAAAJ&citation_for_view=Y-nyLGIAAAAJ:7T_dCfhhGW4C); Markov random field modeling in image analysis (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Y-nyLGIAAAAJ&citation_for_view=Y-nyLGIAAAAJ:GfAJFcoWUJEC); Person re-identification by local maximal occurrence representation and metric learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Y-nyLGIAAAAJ&citation_for_view=Y-nyLGIAAAAJ:NhqRSupF_l8C)
Avrim Blum,TTI Chicago,32.26108,https://home.ttic.edu/~avrim,Jlv4MR4AAAAJ,https://scholar.google.com/citations?user=Jlv4MR4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Jlv4MR4AAAAJ&citpid=1,"Professor and Chief Academic Officer, Toyota Technological Institute at Chicago",Theoretical Computer Science; Machine Learning; Approximation Algorithms; Algorithmic Game Theory; Privacy,Combining labeled and unlabeled data with co-training (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Jlv4MR4AAAAJ&citation_for_view=Jlv4MR4AAAAJ:u5HHmVD_uO8C); Selection of relevant features and examples in machine learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Jlv4MR4AAAAJ&citation_for_view=Jlv4MR4AAAAJ:u-x6o8ySG0sC); Fast planning through planning graph analysis (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Jlv4MR4AAAAJ&citation_for_view=Jlv4MR4AAAAJ:d1gkVwhDpl0C)
Ravin Balakrishnan,University of Toronto,32.25445,http://www.dgp.toronto.edu/~ravin,WtijM48AAAAJ,https://scholar.google.com/citations?user=WtijM48AAAAJ,/citations/images/avatar_scholar_128.png,University of Toronto,,"Interactive public ambient displays: transitioning from implicit to explicit, public to personal, interaction with multiple users (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WtijM48AAAAJ&citation_for_view=WtijM48AAAAJ:u-x6o8ySG0sC); The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WtijM48AAAAJ&citation_for_view=WtijM48AAAAJ:d1gkVwhDpl0C); Multi-finger and whole hand gestural interaction techniques for multi-user tabletop displays (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WtijM48AAAAJ&citation_for_view=WtijM48AAAAJ:u5HHmVD_uO8C)"
Stuart Russell 0001,Univ. of California - Berkeley,32.21234,http://www.cs.berkeley.edu/~russell,KJGrjCAAAAAJ,https://scholar.google.com/citations?user=KJGrjCAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KJGrjCAAAAAJ&citpid=2,Macquarie University,Critical criminology; legal theory; human rights; refugees; Brazil,The critical legal studies challenge to contemporary mainstream legal philosophy (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=KJGrjCAAAAAJ&citation_for_view=KJGrjCAAAAAJ:9yKSN-GCB0IC); The Continuing Relevance of Marxism to Critical Criminology (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=KJGrjCAAAAAJ&citation_for_view=KJGrjCAAAAAJ:Tyk-4Ss8FVUC); A Feminist Review of Criminal Law (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=KJGrjCAAAAAJ&citation_for_view=KJGrjCAAAAAJ:2osOgNQ5qMEC)
Mehryar Mohri,New York University,32.21053,http://cs.nyu.edu/cs/faculty/mohri,ktwwLjsAAAAJ,https://scholar.google.com/citations?user=ktwwLjsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ktwwLjsAAAAJ&citpid=4,"Head, ML Theory, Google Research; Professor, Courant Institute of Mathematical Sciences.",Machine Learning,Advances and open problems in federated learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ktwwLjsAAAAJ&citation_for_view=ktwwLjsAAAAJ:raTqNPD5sRQC); Foundations of Machine Learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ktwwLjsAAAAJ&citation_for_view=ktwwLjsAAAAJ:uJ-U7cs_P_0C); Scaffold: Stochastic controlled averaging for federated learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ktwwLjsAAAAJ&citation_for_view=ktwwLjsAAAAJ:2l5NCbZemmgC)
Andrew B. Kahng,Univ. of California - San Diego,32.18382,http://vlsicad.ucsd.edu/~abk,zCO_h3cAAAAJ,https://scholar.google.com/citations?user=zCO_h3cAAAAJ,,,,
Noam Nisan,Hebrew University of Jerusalem,32.18315,http://www.cs.huji.ac.il/~noam,zXQZPnMAAAAJ,https://scholar.google.com/citations?user=zXQZPnMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zXQZPnMAAAAJ&citpid=2,"Professor of Computer Science, Hebrew University of Jerusalem",Algorithmic Game Theory; Game Theory; Complexity; Mechanism Design; Auction Theory,Algorithmic game theory (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zXQZPnMAAAAJ&citation_for_view=zXQZPnMAAAAJ:hL6j_VNiN9gC); Communication complexity (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zXQZPnMAAAAJ&citation_for_view=zXQZPnMAAAAJ:kuK5TVdYjLIC); Algorithmic mechanism design (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zXQZPnMAAAAJ&citation_for_view=zXQZPnMAAAAJ:u5HHmVD_uO8C)
Ying Wu 0001,Northwestern University,32.12975,http://users.ece.northwestern.edu/~yingwu,zAlz89wAAAAJ,https://scholar.google.com/citations?user=zAlz89wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zAlz89wAAAAJ&citpid=2,"Professor of Electrical and Computer Engineering, Northwestern University",computer vision and pattern recognition,Mining actionlet ensemble for action recognition with depth cameras (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zAlz89wAAAAJ&citation_for_view=zAlz89wAAAAJ:bnK-pcrLprsC); Learning fine-grained image similarity with deep ranking (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zAlz89wAAAAJ&citation_for_view=zAlz89wAAAAJ:raTqNPD5sRQC); A unified approach to salient object detection via low rank matrix recovery (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zAlz89wAAAAJ&citation_for_view=zAlz89wAAAAJ:1yQoGdGgb4wC)
Sven Behnke,University of Bonn,32.12137,http://www.ais.uni-bonn.de/behnke,1xx3X_0AAAAJ,https://scholar.google.com/citations?user=1xx3X_0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1xx3X_0AAAAJ&citpid=4,"Professor for Autonomous Intelligent Systems, Computer Science Institute, University of Bonn",Robotics; Artificial Intelligence; Computer Vision; Humanoid Robots; Micro Air Vehicles,SemanticKITTI: A dataset for semantic scene understanding of lidar sequences (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1xx3X_0AAAAJ&citation_for_view=1xx3X_0AAAAJ:QI7uKX5mnFEC); Evaluation of Pooling Operations in Convolutional Architectures for Object Recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1xx3X_0AAAAJ&citation_for_view=1xx3X_0AAAAJ:ufKn5pxu7C0C); Real-time plane segmentation using RGB-D cameras (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1xx3X_0AAAAJ&citation_for_view=1xx3X_0AAAAJ:plAW456RD7MC)
Samuel Madden 0001,Massachusetts Institute of Technology,32.0348,http://db.csail.mit.edu/madden,a1ngrCIAAAAJ,https://scholar.google.com/citations?user=a1ngrCIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=a1ngrCIAAAAJ&citpid=2,MIT,Computer Systems; Database Systems; Data Management; Mobile Computing; Distributed Systems,TAG: A tiny aggregation service for ad-hoc sensor networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=a1ngrCIAAAAJ&citation_for_view=a1ngrCIAAAAJ:p2g8aNsByqUC); TinyDB: an acquisitional query processing system for sensor networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=a1ngrCIAAAAJ&citation_for_view=a1ngrCIAAAAJ:u9iWguZQMMsC); TinyOS: An operating system for sensor networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=a1ngrCIAAAAJ&citation_for_view=a1ngrCIAAAAJ:u5HHmVD_uO8C)
Bernard Ghanem,KAUST,32.00412,https://www.kaust.edu.sa/en/study/faculty/bernard-ghanem,rVsGTeEAAAAJ,https://scholar.google.com/citations?user=rVsGTeEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rVsGTeEAAAAJ&citpid=7,"Professor, King Abdullah University of Science and Technology",computer vision; machine learning,ActivityNet: A Large-Scale Video Benchmark for Human Activity Understanding (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rVsGTeEAAAAJ&citation_for_view=rVsGTeEAAAAJ:8dzOF9BpDQoC); The visual object tracking vot2015 challenge results (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rVsGTeEAAAAJ&citation_for_view=rVsGTeEAAAAJ:lg2tdxc6qMwC); A benchmark and simulator for UAV tracking (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rVsGTeEAAAAJ&citation_for_view=rVsGTeEAAAAJ:OzeSX8-yOCQC)
Yufei Tao 0001,Chinese University of Hong Kong,31.94988,http://www.cse.cuhk.edu.hk/~taoyf,3FmJBHkAAAAJ,https://scholar.google.com/citations?user=3FmJBHkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3FmJBHkAAAAJ&citpid=1,Chinese University of Hong Kong,Small-and-Sweet Algorithms,Progressive skyline computation in database systems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3FmJBHkAAAAJ&citation_for_view=3FmJBHkAAAAJ:2osOgNQ5qMEC); An optimal and progressive algorithm for skyline queries (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3FmJBHkAAAAJ&citation_for_view=3FmJBHkAAAAJ:u5HHmVD_uO8C); Anatomy: Simple and effective privacy preservation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=3FmJBHkAAAAJ&citation_for_view=3FmJBHkAAAAJ:qjMakFHDy7sC)
Rongrong Ji,Xiamen University,31.9295,https://mac.xmu.edu.cn/rrji,lRSD7PQAAAAJ,https://scholar.google.com/citations?user=lRSD7PQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lRSD7PQAAAAJ&citpid=8,"Professor, Xiamen University",Model Compression; Neural Architecture Search; Image Retrieval,Hypergraph neural networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRSD7PQAAAAJ&citation_for_view=lRSD7PQAAAAJ:69ZgNCALVd0C); Supervised hashing with kernels (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRSD7PQAAAAJ&citation_for_view=lRSD7PQAAAAJ:4OULZ7Gr8RgC); Hrank: Filter pruning using high-rank feature map (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRSD7PQAAAAJ&citation_for_view=lRSD7PQAAAAJ:pQTOvowfQioC)
